country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_of_measure,observation_status,current_age
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1990,19.15515925,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1991,17.91760314,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1992,16.73086194,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1993,15.56330065,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1994,14.47048415,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1995,13.46736409,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1996,12.49492385,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1997,11.55817478,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1998,10.71397492,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,1999,9.901573265,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2000,9.201574954,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2001,8.568235323,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2002,8.023687416,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2003,7.564887688,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2004,7.209041703,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2005,6.989077433,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2006,6.949308897,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2007,7.071580636,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2008,7.405874985,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2009,7.9387837,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2010,8.649374738,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2011,9.502899201,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2012,10.44691775,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2013,11.471824,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2014,12.45403047,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2015,13.1657922,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2016,13.59532216,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2017,13.66612437,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2018,13.57177776,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2019,13.27875328,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2020,13.07047612,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2021,12.76388805,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Afghanistan,AF,AFG,4,Mortality rate age 15-19,2022,12.46929337,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1990,1.899221215,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1991,1.980302304,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1992,2.052954121,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1993,2.118232371,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1994,2.149737279,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1995,2.229622342,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1996,2.268157736,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1997,2.560469184,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1998,2.292137718,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1999,2.189597737,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2000,2.016871428,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2001,1.883092126,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2002,1.742162854,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2003,1.66710338,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2004,1.638929132,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2005,1.6376614,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2006,1.663745665,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2007,1.709147462,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2008,1.764177734,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2009,1.823215942,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2010,1.875989831,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2011,1.906621765,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2012,1.903216855,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2013,1.856963562,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2014,1.766565182,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2015,1.673107896,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2016,1.594250641,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2017,1.490461902,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2018,1.418379152,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2019,1.342136561,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2020,1.289462895,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2021,1.248055246,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2022,1.214537851,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1990,4.559850967,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1991,4.872686346,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1992,5.120856622,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1993,5.266371058,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1994,5.356919569,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1995,5.39792425,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1996,5.506413502,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1997,6.7610638,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1998,5.401490081,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1999,5.164944153,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2000,4.856842124,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2001,4.437437511,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2002,4.080381859,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2003,3.792482121,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2004,3.595228068,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2005,3.479021972,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2006,3.414452207,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2007,3.385850752,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2008,3.381727781,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2009,3.366174842,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2010,3.331226734,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2011,3.269347105,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2012,3.154897272,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2013,2.990161583,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2014,2.803307993,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2015,2.602099492,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2016,2.388611752,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2017,2.23614185,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2018,2.102645974,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2019,2.020185064,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2020,1.948870275,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2021,1.886439895,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2022,1.827126569,Male,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1990,3.259031892,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1991,3.445676398,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1992,3.592012171,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1993,3.681538525,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1994,3.727372772,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1995,3.775539605,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1996,3.838669615,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1997,4.58837478,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1998,3.792917954,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,1999,3.627929499,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2000,3.394855284,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2001,3.13010179,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2002,2.893528465,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2003,2.722985003,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2004,2.618844552,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2005,2.566542839,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2006,2.550680016,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2007,2.559106363,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2008,2.583159162,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2009,2.602915022,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2010,2.609393461,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2011,2.592091635,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2012,2.532982912,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2013,2.42779175,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2014,2.28923874,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2015,2.141917218,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2016,1.996055169,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2017,1.868522182,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2018,1.765907813,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2019,1.687538249,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2020,1.626371399,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2021,1.574185614,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Albania,AL,ALB,8,Mortality rate age 15-19,2022,1.527203117,Total,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1990,3.711772884,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1991,3.655830014,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1992,3.608009285,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1993,3.561198542,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1994,3.516190029,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1995,3.449268864,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1996,3.363561233,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1997,3.238375109,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1998,3.10257726,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,1999,3.006510308,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,2000,2.920505335,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,2001,2.892169935,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,2002,2.795577607,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,2003,2.638586195,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,2004,2.406923755,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,2005,2.252948061,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
Algeria,DZ,DZA,12,Mortality rate age 15-19,2006,2.130250704,Female,"Deaths per 1,000 youths aged 15",Normal value,Total
